species,decimalLatitude,decimalLongitude,individualCount
Lanius vittatus,18.219114,74.841087,203
Lannea coromandelica,20.185368,85.565807,209
Lantana camara,14.341898,75.721039,210
Lantana indica,11.581617,76.998863,210
Lantana involucrata,21.825733,76.35257,59
Lantana splendens,25.109076,93.025063,112
Laportea interrupta,12.072999,75.236688,106
Larix griffithii,27.716667,88.557739,55
Larus fuscus,18.656141,72.864098,208
Lasianthus acuminatus,12.103781,75.815277,128
Lasianthus jackianus,12.103781,75.815277,108
Lasianthus parvifolius,13.224739,75.249138,64
Lasiommata schakra,29.707449,79.072037,13
Lasippa viraja,26.722933,89.604309,148
Lassaba albidaria,30.281132,77.97435,125
Lates calcarifer,12.087948,75.179344,51
Lathrecista asiatica,9.7461,76.3072,194
Lathyrus aphaca,22.762213,78.348679,191
Lathyrus oleraceus,9.481674,76.387878,141
Lathyrus sativus,22.762213,78.348679,93
Laticauda colubrina,12.216667,93.033333,190
Laticauda laticaudata,11.598536,92.608627,109
Latidens salimalii,9.646118,77.40134,166
Laudakia agrorensis,30.559933,77.295486,155
Laudakia tuberculata,30.457041,79.274713,200
Launaea procumbens,17.8488,73.0875,190
Lavandula bipinnata,17.892046,74.51561,184
Lawsonia inermis,10.292274,76.165332,204
Lebadea martha,26.055857,91.601944,195
Ledebouria revoluta,15.049365,80.001785,154
Leea alata,26.707657,89.560326,131
Leea asiatica,18.458111,73.438217,122
Leea indica,14.601044,74.846069,195
Leea macrophylla,22.77553,77.680809,136
Leiodon cutcutia,20.434132,85.719865,208
Leiopicus mahrattensis,11.901956,77.12265,181
Leiothrix argentauris,24.987934,93.495292,190
Leiothrix lutea,29.344309,79.529432,144
Lemna aequinoctialis,23.640378,88.129937,152
Lemna minor,21.592529,78.529167,8
Lemna perpusilla,26.346371,92.684044,78
Lemna turionifera,22.7565,77.737,149
Lemuriana apicalis,19.150417,72.872833,145
Leonotis nepetifolia,10.229282,77.457283,192
Lepidagathis cristata,17.329731,76.834296,162
Lepidagathis cuspidata,13.315258,75.775398,111
Lepidagathis incurva,16.632862,73.376678,207
Lepidagathis keralensis,12.032208,75.256348,158
Lepidochelys olivacea,14.845656,74.116032,196
Lepidodactylus lugubris,13.2413,92.9706,163
Lepisanthes senegalensis,9.9252,78.119774,152
Lepisanthes tetraphylla,14.229208,74.811966,203
Leptadenia pyrotechnica,27.019178,76.001751,181
Leptadenia reticulata,13.169722,80.207222,156
Leptobrachium rakhinense,24.604416,92.81559,209
Leptocentrus taurus,24.43202,92.330688,135
Leptocoma brasiliana,24.425764,92.338648,181
Leptocoma minima,15.439055,74.252609,211
Leptocoma zeylonica,12.86068,74.855949,206
Leptonychia caudata,12.596304,75.606613,65
Leptoptilos dubius,26.659423,91.001131,157
Leptoptilos javanicus,26.732733,93.501205,205
Leptosia nina,22.739138,88.435072,209
Leptotes plinius,23.231269,87.078387,210
Lepus nigricollis,28.635344,75.382024,194
Lepus oiostolus,34.154999,77.585449,34
Lerwa lerwa,30.48674,79.221146,4
Lestes barbarus,34.026206,74.824394,166
Lestes concinnus,8.965,77.0411,194
Lestes dorothea,10.304236,76.447289,171
Lestes elatus,10.029107,76.35898,209
Lestes praemorsus,19.150966,72.883129,141
Lestes viridulus,18.540813,73.453217,125
Lestranicus transpectus,27.528611,96.387693,121
Lethe atkinsonia,11.664325,78.146014,176
Lethe bhairava,27.530153,93.893625,95
Lethe chandica,24.607288,92.383438,200
Lethe confusa,29.845039,79.541545,207
Lethe distans,27.54059,96.397323,169
Lethe drypetis,8.757759,77.115794,192
Lethe europa,18.986601,73.267899,205
Lethe insana,30.465218,78.012733,200
Lethe kansa,26.915907,88.402817,203
Lethe latiaris,27.530153,93.893625,86
Lethe mekara,26.168042,91.718674,136
Lethe rohria,19.018236,73.279388,211
Lethe sinorix,25.271656,91.730804,131
Lethe verma,30.447823,78.076576,210
Lethe vindhya,24.352678,92.344814,164
Leucaena leucocephala,26.898714,75.800597,201
Leucania loreyi,11.459742,76.68335,11
Leucania yu,22.977714,88.438211,30
Leucas aspera,24.703642,92.762581,211
Leucas biflora,12.95976,79.303085,20
Leucas chinensis,10.445553,76.983749,0
Leucas ciliata,21.07,79.269997,113
Leucas hirta,13.130369,77.549042,29
Leucas lanata,20.6411,82.3259,160
Leucas lavandulifolia,26.154376,91.659416,87
Leucas marrubioides,8.269011,77.686539,118
Leucas martinicensis,11.663501,76.604752,165
Leucas stelligera,13.502664,75.090317,161
Leucas suffruticosa,10.143745,77.042336,169
Leucas zeylanica,12.897782,79.205636,158
Leucauge decorata,13.938354,77.395599,193
Leucauge fastigata,12.7555,75.4337,180
Leucauge tessellata,20.939644,73.538799,48
Leucinodes orbonalis,13.065469,77.597198,203
Leucophlebia lineata,16.852276,73.307494,192
Leucophyllum frutescens,11.940657,79.766083,211
Leucosticte brandti,33.759514,78.667442,198
Leuenbergeria bleo,16.513914,80.629319,191
Lexias dirtea,27.260867,95.607277,196
Lexias pardalis,27.445472,96.535809,142
Libellago andamanensis,11.519823,92.701528,50
Libellago indica,8.578497,77.085226,210
Libellago lineata,26.645924,89.549004,211
Libidibia coriaria,11.928525,79.823021,199
Libythea lepita,34.137184,75.03775,166
Libythea myrrha,26.722933,89.604309,182
Ligularia amplexicaulis,30.701361,79.593353,114
Ligustrum robustum,12.337494,75.806908,179
Lilium mackliniae,24.93206,94.479973,191
Lilium oxypetalum,30.738295,79.449005,90
Lilium wallichianum,12.00006,77.138359,9
Limenitis procris,13.625658,75.153,73
Limnocharis flava,9.152684,76.778307,138
Limnonectes doriae,11.835672,93.036659,210
Limnonectes shompenorum,7.002383,93.881134,129
Limnophila aquatica,13.158471,80.203688,120
Limnophila indica,13.170984,80.199112,77
Limnophila repens,12.005139,75.582978,96
Limnophila rugosa,26.694061,90.306038,101
Limnophila sessiliflora,13.170984,80.199112,108
Limnophyton obtusifolium,13.108201,80.18351,97
Limonia acidissima,18.528444,73.538704,178
Limosa lapponica,9.375055,76.353951,185
Limosa limosa,18.989658,72.852318,199
Lindenbergia grandiflora,30.144167,79.373337,152
Lindenbergia indica,30.634033,79.547348,172
Lindernia rotundifolia,9.489158,76.493904,211
Liopeltis calamaria,17.680464,74.018261,82
Lippia alba,19.915,85.6685,172
Lissachatina fulica,12.194678,77.03054,210
Lissemys punctata,22.987084,72.496905,209
Litchi chinensis,26.9863,94.3116,193
Lithocarpus pachyphyllus,24.906511,93.826729,4
Litsea bourdillonii,10.357455,76.883507,130
Litsea coriacea,10.357455,76.883507,17
Litsea cubeba,25.143525,94.283342,118
Litsea floribunda,10.357455,76.883507,154
Litsea ghatica,15.39719,74.338219,120
Litsea glutinosa,13.853636,75.428635,200
Litsea monopetala,26.988474,94.319756,199
Litsea mysorensis,12.386219,75.529854,203
Litsea oleoides,10.357455,76.883507,115
Litsea salicifolia,12.103781,75.815277,115
Litsea wightiana,10.357455,76.883507,209
Liurana medogensis,28.11786,95.822591,12
Livistona chinensis,28.626734,77.213493,165
Lobelia alsinoides,9.489158,76.493904,117
Lobelia nicotianifolia,12.373779,75.595901,188
Lobelia nummularia,25.143525,94.283342,186
Loboschiza koenigiana,8.65577,77.448032,182
Lobularia maritima,22.603134,88.46714,152
Locusta migratoria,32.726601,74.857025,56
Loepa katinka,25.143525,94.283342,197
Loepa schintlmeisteri,11.353002,76.79591,68
Logania distanti,24.43202,92.330689,111
Lomographa inamata,9.435854,77.165771,51
Lonchura atricapilla,25.143525,94.283342,183
Lonchura kelaarti,11.530467,76.647179,196
Lonchura malacca,22.688497,88.321173,191
Lonchura punctulata,11.927821,76.254044,210
Lonchura striata,12.225285,79.074699,198
Lopharthrum comprimens,14.9469,74.6947,170
Lophiolepis veruta,29.346083,79.551918,200
Lophopetalum wightianum,13.224739,75.249138,197
Lophophleps purpurea,24.43202,92.330689,167
Lophophorus impejanus,30.48674,79.221146,149
Lophoptera squammigera,24.43202,92.330689,136
Lophotriorchis kienerii,15.44011,74.106377,197
Lophura leucomelanos,29.344309,79.529432,189
Loriculus vernalis,11.664325,78.146014,208
Loris lydekkerianus,11.664325,78.146014,132
Loxia curvirostra,27.166237,88.139877,163
Loxura atymnus,24.43202,92.330688,209
Lucilia sericata,23.499538,87.305344,175
Luculia gratissima,25.143525,94.283342,142
Ludwigia adscendens,13.108201,80.18351,163
Ludwigia hyssopifolia,13.170984,80.199112,193
Ludwigia octovalvis,22.751896,77.728866,208
Ludwigia perennis,13.130262,74.985275,177
Ludwigia peruviana,10.64183,76.94767,211
Luisia tenuifolia,10.850516,76.27108,81
Lumnitzera racemosa,15.760241,80.907227,120
Luscinia brunnea,15.964716,74.003571,185
Luscinia calliope,23.309718,87.277998,151
Luscinia cyane,24.352674,92.344818,134
Luscinia pectoralis,26.881215,88.274889,142
Luscinia svecica,26.35269,92.731026,202
Lutjanus argentimaculatus,15.232452,74.149483,1
Lutra lutra,26.732733,93.501205,61
Lutrogale perspicillata,15.449014,73.918346,200
Luvunga sarmentosa,14.617094,74.844864,189
Luxiaria phyllosaria,12.140662,76.059937,125
Lycaena phlaeas,30.729441,79.43158,210
Lycodon anamallensis,9.498067,76.338852,210
Lycodon aulicus,24.997904,82.065229,208
Lycodon fasciatus,28.2585,95.0471,104
Lycodon flavicollis,16.197705,76.647047,205
Lycodon hypsirhinoides,13.265184,92.982496,134
Lycodon jara,26.881537,88.798681,190
Lycodon nympha,15.251512,76.675922,86
Lycodon septentrionalis,27.49,96.5,178
Lycodon striatus,19.516542,83.507287,184
Lycodon subcinctus,7.004885,93.882019,140
Lycodon travancoricus,15.8128,74.0967,208
Lycodon zawi,25.25066,91.672401,122
Lycopus europaeus,16.680913,74.590564,174
Lygodium polystachyum,8.4875,76.952499,120
Lygosoma punctata,29.903982,78.267715,186
Lygropia distorta,11.36091,76.794624,84
Lymantria bivittata,26.643009,88.166824,164
Lymantria concolor,27.096884,88.691635,201
Lymantria dispar,23.265779,77.479155,39
Lymantria fuliginosa,11.616429,76.015058,35
Lymantria marginata,24.43202,92.330688,188
Lymantria mathura,11.367014,76.742309,86
Lymantria similis,23.164543,92.937576,157
Lyonia ovalifolia,30.135328,79.400047,184
Lyriothemis acigastra,11.830451,75.563969,104
Lyriothemis bivittata,26.750939,89.602487,78
Lyroderma lyra,19.223717,72.879944,95
Lysimachia arvensis,11.591809,77.219698,203
Lyssa zampa,24.43202,92.330688,211
Lytorhynchus paradoxus,26.830453,70.507157,209
Mabra eryxalis,9.9167,76.3904,110
Macaca arctoides,26.689423,94.341103,162
Macaca assamensis,26.049381,90.632225,204
Macaca fascicularis,7.013343,93.931885,163
Macaca leonina,26.689423,94.341103,7
Macaca mulatta,19.488851,84.89909,210
Macaca radiata,13.166414,74.871181,208
Macaca silenus,10.3747,76.995277,202
Macaldenia palumba,11.092731,76.786926,169
Macaranga indica,9.498067,76.338852,57
Macaranga peltata,25.163309,93.012825,208
Macaranga tanarius,19.937,85.3896,113
Macaretaera hesperis,24.43202,92.330688,208
Machilus gamblei,27.010764,94.336424,58
Macracantha arcuata,27.206396,95.443893,199
Macracantha hasselti,20.693672,73.535851,117
Macrobrachium idella,18.780779,82.144783,160
Macrobrachium rosenbergii,9.488027,76.379524,74
Macrobrochis gigas,15.647093,74.110901,211
Macrobrochis prasena,27.491903,96.212479,190
Macrochlamys indica,22.681169,88.352084,194
Macrocilix maia,27.101891,88.676575,121
Macrocilix mysticata,27.096884,88.691635,209
Macrodiplax cora,12.973612,80.266456,202
Macroglossum bombylans,27.1994,92.484528,81
Macroglossum gyrans,11.775251,78.209259,112
Macroglossum mitchellii,25.143524,94.28334,61
Macroglossum passalus,11.353002,76.79591,83
Macroglossum pyrrhosticta,22.192513,88.18754,70
Macroglossum stellatarum,19.391927,72.839732,191
Macrognathus pancalus,18.272226,74.797737,136
Macrogomphus annulatus,23.520444,87.311923,201
Macrogomphus wynaadicus,10.676657,76.027233,30
Macrolepiota procera,26.273894,73.030741,209
Macromia cingulata,25.5171,91.2633,72
Macromia irata,8.6165,76.8526,184
Macromidia donaldi,10.34645,76.277337,209
Macronus gularis,24.433414,92.328758,210
Macroptilium atropurpureum,13.170984,80.199109,84
Macroptilium lathyroides,13.04494,80.278279,164
Macropygia unchall,27.086103,88.339523,159
Macrosolen capitellatus,12.225285,79.074699,10
Macrotyloma ciliatum,8.504928,77.466446,183
Madhuca bourdillonii,11.5452,75.916901,63
Madhuca longifolia,23.200277,86.126732,209
Madhuca neriifolia,11.896151,75.734245,193
Maesa indica,12.386219,75.529854,51
Maesopsis eminii,11.837417,75.824631,168
Magnolia alba,12.923084,77.593422,70
Magnolia champaca,15.390465,73.875435,187
Magnolia grandiflora,10.677238,76.716336,185
Magnolia hodgsonii,27.724699,95.618197,181
Magnolia nilagirica,10.085415,77.160019,203
Magnolia rabaniana,27.1038,95.1606,154
Mahathala ameria,22.976995,88.474586,207
Majidea zanguebarica,11.939533,79.829933,168
Malachra alceifolia,22.744108,77.736969,0
Malachra capitata,18.6664,72.8667,186
Malacocincla abbotti,24.43202,92.330688,137
Malaxis muscifera,30.728041,79.605301,185
Malayopython reticulatus,6.994943,93.876221,166
Maliarpha separatella,27.118214,88.108391,88
Maliattha quadripartita,19.905004,73.231295,148
Maliattha separata,23.499746,87.305863,1
Maliattha signifera,14.336265,75.70652,182
Mallotus nudiflorus,13.12341,77.548416,156
Mallotus paniculatus,24.352674,92.344815,120
Mallotus philippensis,11.844452,78.673058,206
Mallotus repandus,12.032208,75.256348,196
Mallotus resinosus,10.357455,76.883507,26
Mallotus tetracoccus,11.852994,75.746597,192
Malpighia glabra,9.895376,78.084709,163
Malus docynioides,25.143525,94.283342,72
Malus domestica,27.123591,92.255151,109
Malus sylvestris,29.379295,80.006302,199
Malva sylvestris,30.116581,79.700722,181
Malvastrum coromandelianum,22.7335,77.7373,207
Malvaviscus arboreus,10.278502,76.210974,140
Mammea suriga,25.841415,92.414825,210
Mangifera indica,23.1951,86.0485,208
Mangina argus,19.270109,72.956001,188
Manihot carthaginensis,11.521877,76.024681,102
Manihot esculenta,10.259919,76.304385,181
Manilkara hexandra,11.994492,79.822456,196
Manilkara zapota,12.943134,77.748627,205
Manis crassicaudata,30.020156,77.986289,204
Manis pentadactyla,27.481112,94.557281,29
Manouria emys,25.899,91.774,1
Manouria impressa,27.535831,93.752396,82
Mansoa alliacea,8.549304,76.977264,153
Mantis religiosa,20.1976,85.4398,211
Mareca falcata,27.315655,95.397034,155
Mareca penelope,20.009083,74.105098,163
Mareca strepera,23.866977,86.906058,201
Margaritaria indica,12.22408,75.562604,202
Markhamia lutea,13.071033,77.580437,197
Marmota himalayana,33.966021,78.421435,63
Marsilea minuta,22.7604,77.746,207
Martes flavigula,34.419644,74.628346,207
Martes gwatkinsii,11.821896,75.846375,195
Martynia annua,18.725893,76.768013,194
Maruca amboinalis,22.192019,88.185081,151
Maruca vitrata,8.088306,77.538452,211
Marumba dyras,26.115792,91.708593,172
Marumba indicus,22.334513,80.611511,182
Marumba nympha,16.410908,74.001495,81
Mastacembelus armatus,18.136429,75.096155,98
Mastixia arborea,10.357455,76.883507,73
Matapa aria,23.703446,87.029713,208
Matapa cresta,24.42557,92.338722,211
Matapa sasivarna,24.425633,92.338816,193
Matrona basilaris,25.612099,91.897713,198
Matrona nigripectus,24.352808,92.344603,85
Mazus pumilus,18.540813,73.453217,134
Meandrusa payeni,25.286474,92.38533,204
Mecardonia procumbens,22.751896,77.728866,124
Meconopsis paniculata,27.895832,88.534439,157
Meconopsis simplicifolia,27.895832,88.534439,205
Medicago falcata,22.762213,78.348679,124
Megaceryle lugubris,27.067551,88.192161,205
Megachile disjuncta,14.3535,75.7405,107
Megachile lanata,12.86068,74.855949,121
Megaderma spasma,12.007128,92.976662,144
Megalestes major,30.465218,78.012733,155
Megalogomphus flavicolor,23.581524,87.191018,150
Megalogomphus hannyngtoni,15.439055,74.252609,99
Megalurus palustris,24.600548,92.381363,189
Megisba malaya,23.200277,86.126732,210
Meineckia longipes,11.764022,75.849869,4
Meiogyne pannosa,10.357455,76.883507,101
Meistera acuminata,12.873392,75.646362,80
Melanitis leda,12.1305,75.5209,210
Melanitis phedima,19.172554,72.942537,191
Melanitis zitenius,24.43202,92.330689,197
Melanobatrachus indicus,10.0485,77.0773,153
Melanochelys tricarinata,30.284391,77.974294,207
Melanochelys trijuga,14.384184,75.746033,211
Melanochlora sultanea,27.286985,95.247551,78
Melanocorypha bimaculata,27.792883,74.44091,115
Melanoneura bilineata,8.578497,77.085226,147
Melanophidium khairei,14.619639,74.844077,195
Melanophidium punctatum,8.566099,77.398222,190
Melanophidium wynaudense,13.419767,75.256656,192
Melastoma malabathricum,14.608448,74.845413,207
Melhania futteyporensis,27.670209,75.388581,131
Melia azedarach,12.922101,77.589493,208
Melicope lunu-ankenda,11.437257,76.874374,203
Melilotus indicus,13.170984,80.199112,137
Meliosma pinnata,12.103781,75.815277,118
Meliosma rhoifolia,13.315258,75.775398,186
Meliosma simplicifolia,12.382928,75.493927,175
Melittia chalciformis,19.221035,72.906792,123
Melittia notabilis,10.297583,76.256599,47
Melligomphus acinaces,10.306797,77.206024,158
Melochia corchorifolia,13.170984,80.199112,187
Melochia nodiflora,11.897965,79.805634,159
Melursus ursinus,22.334406,80.610023,196
Memecylon capitellatum,13.927382,78.549049,67
Memecylon edule,13.381938,77.658234,23
Memecylon grande,10.327063,76.142686,19
Memecylon heyneanum,8.704798,77.268448,99
Memecylon paniculatum,10.276098,76.171127,191
Memecylon sessile,13.224739,75.249138,146
Memecylon sivadasanii,8.574231,77.199554,99
Memecylon umbellatum,14.860348,74.757843,207
Memecylon wightii,12.942413,75.768753,141
Menemerus bivittatus,12.866753,80.227509,211
Menemerus nigli,20.2073,85.4664,86
Mentha piperita,26.524183,92.916161,51
Mentha spicata,26.912434,75.787271,66
Meranoplus bicolor,8.552787,76.976007,82
Mercurana myristicapalustris,8.835451,77.032744,188
Mergus merganser,26.960939,92.81739,183
Meriones hurrianae,27.818593,74.437907,104
Merogomphus longistigma,10.304236,76.447289,96
Merogomphus tamaracherriensis,10.002981,76.733475,76
Merops apiaster,12.318536,77.871094,178
Merops leschenaulti,26.869014,88.359963,197
Merops orientalis,12.805115,77.570541,211
Merops persicus,28.508823,76.934853,166
Merops philippinus,11.664325,78.146014,211
Merops viridis,12.10534,75.207184,89
Merremia emarginata,22.7053,77.8168,166
Merremia hederacea,13.170984,80.199112,63
Mesida culta,12.227628,76.612388,190
Mesosphaerum suaveolens,20.1896,85.4387,26
Mesua ferrea,8.504928,77.466446,203
Metanastria aconyta,24.431517,92.330765,96
Metanastria gemella,14.351889,75.73974,127
Metanastria hyrtaca,12.86068,74.85596,178
Metapercnia ductaria,25.612099,91.897713,113
Metoeca foedalis,11.461462,78.185477,203
Metopidius indicus,20.189089,85.402729,211
Meyna laxiflora,18.440323,73.399902,207
Meyna spinosa,25.143525,94.283342,62
Mezoneuron cucullatum,22.449696,86.874725,170
Miconia crenata,8.858141,77.106085,176
Micrixalus elegans,12.471175,75.37262,202
Micrixalus frigidus,10.126626,77.25817,55
Micrixalus fuscus,8.569203,77.411385,180
Micrixalus gadgili,9.587903,77.180071,154
Micrixalus herrei,8.762429,77.077164,200
Micrixalus kottigeharensis,14.258827,74.763421,205
Micrixalus nelliyampathi,10.314764,76.860565,157
Micrixalus nigraventris,10.126626,77.25817,206
Micrixalus niluvasei,13.502664,75.090315,184
Micrixalus phyllophilus,11.353003,76.795906,200
Micrixalus sairandhri,11.132676,76.465871,57
Micrixalus sali,8.759942,77.116875,148
Micrixalus saxicola,13.149027,75.287247,187
Micrixalus silvaticus,10.036288,77.076509,169
Micrixalus specca,12.337494,75.806908,85
Micrixalus spelunca,11.351825,76.838533,92
Micrixalus uttaraghati,15.964716,74.003571,145
Microcarbo niger,10.103771,76.702766,211
Micrococca wightii,8.704798,77.268448,106
Microgecko persicus,27.469489,70.621679,179
Microgomphus souteri,10.002981,76.733475,28
Microhierax caerulescens,26.781984,90.957592,199
Microhyla berdmorei,24.352674,92.344818,199
Microhyla butleri,24.43202,92.330688,31
Microhyla chakrapanii,11.615205,92.618393,199
Microhyla heymonsi,7.012122,93.934807,152
Microhyla kodial,12.949685,74.806845,66
Microhyla mymensinghensis,24.352674,92.344815,175
Microhyla nilphamariensis,24.582525,72.699081,106
Microhyla ornata,12.144545,75.938204,206
Microhyla rubra,13.243956,77.224617,204
Microhyla sholigari,13.5663,75.1342,176
Micronia aculeata,12.906343,77.585686,199
Micropera rostrata,26.963984,94.302588,42
Microphis deocata,26.709051,89.560951,72
Microporus xanthopus,15.393712,73.875885,189
Micropternus brachyurus,14.500536,74.362495,150
Microstachys chamaelea,8.655492,77.450241,208
Microtropis ramiflora,11.252827,76.508621,182
Micryletta aishani,24.559251,93.728912,142
Mikania micrantha,10.044608,76.355046,200
Mikania scandens,22.775,88.557999,86
Miletus chinensis,27.40827,93.737531,93
Miliusa eriocarpa,8.504928,77.466446,123
Miliusa tomentosa,24.982,75.6847,129
Millardia meltada,12.890037,80.134544,181
Millettia peguensis,18.303352,73.497299,69
Millingtonia hortensis,10.527033,76.3573,211
Miltochrista undulosa,27.096884,88.691635,181
Milvus migrans,33.684923,75.123441,211
Mimathyma ambica,27.528611,96.387693,175
Mimosa diplotricha,25.67697,91.927223,206
Mimosa hamata,12.798,77.528999,161
Mimosa pudica,26.169287,90.627304,208
Mimosa rubicaulis,20.1871,85.4375,203
Mimusops elengi,26.133209,91.82103,210
Minervarya agricola,12.225285,79.074699,168
Minervarya andamanensis,13.20574,93.039391,77
Minervarya caperata,13.502664,75.090317,195
Minervarya cepfi,15.7083,74.0084,195
Minervarya gomantaki,15.392511,73.874949,94
Minervarya granosa,11.913692,77.140526,130
Minervarya keralensis,10.306617,76.872861,190
Minervarya kudremukhensis,14.202442,75.065979,158
Minervarya marathi,21.187068,79.056031,200
Minervarya mudduraja,12.220949,75.654976,178
Minervarya nepalensis,28.11786,95.822591,70
Minervarya nilagirica,11.353002,76.79591,184
Minervarya pierrei,28.11786,95.822591,110
Minervarya rufescens,12.7555,75.4336,183
Minervarya sahyadris,12.7556,75.4337,206
Minervarya syhadrensis,14.915635,74.346756,22
Minervarya teraiensis,28.11786,95.822591,196
Miniopterus schreibersii,17.930729,73.647736,150
Minla cyanouroptera,22.6905,92.9491,102
Minla ignotincta,27.037722,88.262871,75
Minla strigula,22.6907,92.9477,117
Mirabilis jalapa,8.9832,76.8445,187
Mirafra affinis,17.33029,78.376762,211
Mirafra assamica,20.197,85.429,203
Mirafra erythroptera,14.464409,75.921758,62
Mitracarpus hirtus,20.1975,85.44,178
Mitragyna parvifolia,20.197,85.4293,179
Mitragyna tubulosa,12.721851,77.569107,211
Mitrephora heyneana,8.504928,77.466446,89
Mixochlora vittata,26.746521,94.202583,116
Mocis frugalis,21.769949,88.231513,209
Mocis undata,24.43202,92.330688,197
Moduza procris,27.395147,95.630023,210
Molione triacantha,12.768676,75.207064,198
Momordica balsamina,9.948568,76.948268,206
Momordica charantia,8.895029,76.66726,209
Momordica dioica,18.776966,73.353142,204
Monilesaurus acanthocephalus,9.646118,77.40134,27
Monilesaurus ellioti,10.340209,76.970985,201
Monilesaurus montanus,11.509051,76.110247,138
Monilesaurus rouxii,14.9973,74.5286,211
Monodactylus argenteus,12.914142,74.855957,162
Monomorium destructor,9.952062,76.249457,142
Monomorium pharaonis,28.638644,77.07206,142
Monoon coffeoides,12.103781,75.815277,203
Monopterus cuchia,26.615408,80.652115,120
Monosis travancorica,8.733,77.699997,184
Monotropa uniflora,25.143525,94.283342,157
Monstera adansonii,11.521877,76.024681,99
Montanoa bipinnatifida,11.775251,78.209258,100
Monticola rufiventris,27.410999,92.273003,197
Monticola solitarius,9.81697,77.24631,205
Mooreana trichoneura,24.352678,92.344814,211
Morenia petersi,26.943649,81.743088,194
Morina longifolia,30.738295,79.449005,22
Morinda citrifolia,8.543612,76.943336,202
Morinda coreia,10.617866,76.198853,198
Moringa concanensis,16.267733,79.319489,138
Moringa oleifera,23.1923,86.0505,208
Mortonagrion aborense,22.309664,87.892624,173
Mortonagrion varralli,9.951943,76.311203,182
Morus alba,25.229,75.837,204
Morus nigra,25.143525,94.283342,199
Morwennius decoratus,26.745993,91.020325,150
Moschiola indica,13.105802,75.415062,138
Moschus chrysogaster,30.753447,79.064507,104
Motacilla alba,26.989943,94.311012,207
Motacilla cinerea,17.546066,81.718422,194
Motacilla citreola,24.43202,92.330688,205
Motacilla flava,18.299423,74.753723,206
Motacilla maderaspatensis,8.575452,77.025139,209
Motacilla tschutschensis,22.795561,88.291602,126
Moullava spicata,15.39719,74.338219,193
Mucuna atropurpurea,12.7512,77.3015,46
Mucuna bracteata,23.74563,91.337282,30
Mucuna monosperma,14.617094,74.844864,78
Mucuna pruriens,24.251282,94.301308,197
Mulleripicus pulverulentus,24.203855,92.32845,77
Mundulea sericea,13.565099,77.142044,163
Muntiacus muntjak,11.562363,76.161671,211
Muntingia calabura,11.929753,79.834816,206
Murdannia edulis,13.853636,75.428635,193
Murdannia loriformis,11.916494,75.731163,173
Murdannia pauciflora,9.594826,76.363823,72
Murdannia spirata,9.594826,76.363823,74
Murraya koenigii,12.990446,80.260307,211
Murraya paniculata,25.194813,75.857847,209
Mus musculus,26.65034,90.666453,163
Musa acuminata,8.713913,77.756653,68
Musa balbisiana,13.064429,77.620293,206
Musa ornata,14.464409,75.921758,2
Musa paradisiaca,25.129944,94.418852,204
Musa velutina,26.503007,90.553572,141
Musca domestica,13.3254,77.115,208
Musca ventrosa,18.59798,74.868256,15
Muscicapa ferruginea,22.512146,88.363693,47
Muscicapa latirostris,17.602221,81.714447,189
Muscicapa muttui,13.034671,80.263016,197
Muscicapa ruficauda,11.774792,78.209705,69
Muscicapa sibirica,26.713589,88.350647,167
Muscicapa striata,22.385225,70.10051,13
Musotima suffusalis,11.353002,76.79591,130
Mussaenda erythrophylla,14.362938,75.74324,162
Mussaenda frondosa,10.6986,75.9633,169
Mussaenda glabrata,12.739408,77.575195,106
Mussaenda macrophylla,27.098356,92.817825,59
Mussaenda philippica,26.191502,91.751984,197
Mustela altaica,34.618321,77.625449,167
Mustela sibirica,33.767001,74.092404,187
Mycalesis anaxias,11.744481,78.169086,206
Mycalesis evansii,24.546705,93.845177,16
Mycalesis francisca,27.102657,88.835449,205
Mycalesis gotama,24.43202,92.330688,125
Mycalesis malsara,26.567217,90.060707,203
Mycalesis malsarida,25.184025,92.024872,52
Mycalesis mineus,10.811412,76.190351,208
Mycalesis nicotia,27.528611,96.387693,25
Mycalesis oculus,8.487495,76.948624,197
Mycalesis patnia,14.949167,74.696667,195
Mycalesis perseoides,26.154039,91.662967,59
Mycalesis perseus,11.687405,78.180668,206
Mycalesis subdita,10.2894,76.985,153
Mycalesis visala,26.501667,90.970119,199
Mycerobas melanozanthos,30.781181,78.615753,204
Mycetia acuminata,10.357455,76.883507,162
Mycteria leucocephala,18.27417,74.790169,210
Myiomela albiventris,10.206667,77.083328,76
Myiomela leucura,28.216534,95.796234,131
Myiomela major,11.410204,76.695032,189
Myophonus caeruleus,33.695216,75.013467,191
Myophonus horsfieldii,18.475911,73.459242,204
Myotis formosus,13.39094,75.721382,36
Myotis horsfieldii,19.537529,73.769478,135
Myristica beddomei,12.873392,75.646362,156
Myristica fragrans,8.895029,76.66726,193
Myristica magnifica,17.498085,73.18454,25
Myristica malabarica,12.22408,75.562604,181
Myrmaplata plataleoides,12.215068,75.827975,203
Myrmarachne prava,13.019708,80.263229,192
Myrmicaria brunnea,13.044519,80.279035,137
Mystus gulio,9.575181,76.386093,139
Mystus tengara,23.831457,91.286778,119
Mythimna separata,28.686274,77.221783,20
Mytilus edulis,8.937378,76.538542,65
Myzornis pyrrhoura,27.251848,88.777504,59
