species,decimalLatitude,decimalLongitude,eventDate,occurrenceStatus,individualCount
Oecophylla smaragdina,12.262705,76.621415,2020-09-20,PRESENT,6
Oecophylla smaragdina,12.264201,76.619892,2018-05-23,PRESENT,29
Oecophylla smaragdina,12.266683,76.61705,2016-10-24,PRESENT,132
Oecophylla smaragdina,12.339283,75.111809,2018-12-27,PRESENT,210
Oecophylla smaragdina,13.07,77.800003,2015-03-14,PRESENT,40
Oecophylla smaragdina,13.128188,74.997406,2019-08-25,PRESENT,173
Oecophylla smaragdina,13.566339,75.134214,2023-06-17,PRESENT,37
Oecophylla smaragdina,14.898135,74.354923,2022-06-16,PRESENT,114
Oecophylla smaragdina,21.116987,79.052513,2020-01-03,PRESENT,17
Oecophylla smaragdina,21.31995,72.881673,2022-04-01,PRESENT,94
Oecophylla smaragdina,21.691325,83.862511,2020-03-17,PRESENT,93
Oecophylla smaragdina,23.499538,87.305344,2013-07-12,PRESENT,14
Oecophylla smaragdina,24.424373,92.336172,2020-08-19,PRESENT,46
Oecophylla smaragdina,24.43202,92.330688,2012-04-30,PRESENT,79
Oecophylla smaragdina,26.192104,92.940559,2017-12-15,PRESENT,7
Oecophylla smaragdina,26.667288,91.038979,2017-09-10,PRESENT,92
Oecophylla smaragdina,26.999496,88.451523,2018-03-03,PRESENT,153
Oenanthe deserti,12.623361,74.926924,2019-12-21,PRESENT,60
Oenanthe deserti,18.54299,72.926804,2018-01-17,PRESENT,166
Oenanthe deserti,26.8287,70.5181,2023-11-22,PRESENT,94
Oenanthe deserti,27.792883,74.44091,2013-12-16,PRESENT,51
Oenanthe fusca,25.272497,85.456017,2017-02-21,PRESENT,113
Oenanthe fusca,25.317645,82.973914,2015-10-24,PRESENT,81
Oenanthe isabellina,23.4618,71.287399,2014-01-24,PRESENT,40
Oenanthe javanica,25.143524,94.28334,2019-09-07,PRESENT,98
Oenanthe javanica,26.156208,91.662712,2018-05-29,PRESENT,81
Oenanthe picata,26.8697,70.785,2023-11-25,PRESENT,98
Olax imbricata,12.873392,75.646362,2014-02-03,PRESENT,109
Oldenlandia affinis,12.916516,79.1325,2016-11-14,PRESENT,173
Oldenlandia umbellata,11.854699,79.347351,2006-09-21,PRESENT,175
Olepa ricini,9.334464,76.703728,2017-08-21,PRESENT,163
Olepa ricini,9.9167,76.3903,2021-08-14,PRESENT,37
Olepa ricini,10.178824,76.330315,2016-10-05,PRESENT,201
Olepa ricini,12.714708,75.103638,2016-07-28,PRESENT,81
Olepa ricini,19.071969,73.535694,2016-06-20,PRESENT,195
Olepa ricini,23.270533,77.474858,2022-07-10,PRESENT,130
Olepa ricini,25.271336,85.456589,2016-07-15,PRESENT,120
Olepa ricini,26.165056,80.970529,2022-10-02,PRESENT,107
Olepa ricini,26.191947,81.025776,2023-07-08,PRESENT,37
Oligodon affinis,9.714613,76.720446,2022-05-03,PRESENT,140
Oligodon affinis,9.923917,76.76938,2023-11-19,PRESENT,15
Oligodon affinis,10.449198,76.847198,2009-08-18,PRESENT,57
Oligodon albocinctus,26.645924,89.549004,2016-05-12,PRESENT,65
Oligodon albocinctus,28.745537,94.890289,2008-05-20,PRESENT,21
Oligodon arnensis,13.916766,75.591636,2022-06-26,PRESENT,131
Oligodon arnensis,14.758615,76.393951,2015-04-29,PRESENT,104
Oligodon arnensis,16.735592,74.235725,2020-01-14,PRESENT,100
Oligodon arnensis,18.386278,73.6399,2016-09-11,PRESENT,57
Oligodon arnensis,23.1667,79.949997,2014-03-13,PRESENT,143
Oligodon arnensis,23.825313,86.469501,2020-07-16,PRESENT,152
Oligodon cyclurus,26.492216,89.531963,2021-07-08,PRESENT,22
Oligodon taeniolatus,8.667449,77.40995,2019-11-14,PRESENT,200
Oligodon taeniolatus,10.029107,76.35898,2020-07-09,PRESENT,96
Oligodon taeniolatus,12.225285,79.074699,2014-12-23,PRESENT,141
Oligodon taeniolatus,20.711622,76.566124,2014-03-05,PRESENT,168
Olios lamarcki,19.997454,73.789803,2015-08-02,PRESENT,8
Olios milleti,20.484349,86.119197,2021-09-04,PRESENT,8
Omiodes indicata,11.459742,76.68335,2019-11-02,PRESENT,155
Omphisa fuscidentalis,11.721022,92.734077,2010-06-23,PRESENT,122
Onchidium typhae,22.192541,88.187729,2018-08-13,PRESENT,183
Onychargia atrocyana,9.7461,76.3072,2020-11-04,PRESENT,127
Onychargia atrocyana,22.6194,88.0034,2023-05-06,PRESENT,53
Onychargia atrocyana,22.6815,88.3028,2023-07-10,PRESENT,128
Onychargia atrocyana,22.684142,88.321041,2021-03-15,PRESENT,110
Onychargia atrocyana,22.708824,88.333271,2021-09-12,PRESENT,163
Onychargia atrocyana,22.708862,88.333264,2021-10-15,PRESENT,139
Onychargia atrocyana,22.791923,88.330959,2020-03-17,PRESENT,50
Onychargia atrocyana,22.80416,88.333923,2022-09-03,PRESENT,90
Onychargia atrocyana,23.482143,87.272629,2023-10-25,PRESENT,101
Onychargia atrocyana,23.6462,88.1217,2023-10-24,PRESENT,3
Onychargia atrocyana,23.6463,88.1215,2023-10-24,PRESENT,140
Onychargia atrocyana,24.122087,88.28413,2021-03-17,PRESENT,97
Onychargia atrocyana,28.565331,77.300851,2023-07-18,PRESENT,71
Onychargia atrocyana,28.704059,77.10249,2023-07-19,PRESENT,38
Onychargia atrocyana,28.704787,77.061843,2022-03-10,PRESENT,64
Ophiophagus hannah,12.805066,74.868881,2018-12-14,PRESENT,6
Ophiophagus hannah,13.502664,75.090315,2019-04-05,PRESENT,203
Ophiophagus hannah,13.637897,75.158714,2016-01-11,PRESENT,125
Ophiophagus hannah,27.49,96.5,2015-08-26,PRESENT,197
Ophiophagus hannah,30.531321,78.125085,2019-03-25,PRESENT,35
Ophiorrhiza mungos,8.4875,76.952499,2014-08-17,PRESENT,152
Ophiusa tirhaca,22.467445,78.434586,2014-03-27,PRESENT,210
Ophthalmitis herbidaria,12.710878,75.694275,2015-07-26,PRESENT,7
Opuntia monacantha,9.322183,76.383987,2015-02-22,PRESENT,186
Opuntia monacantha,19.8532,85.9286,2023-10-23,PRESENT,94
Opuntia monacantha,30.689953,79.589305,2008-07-27,PRESENT,56
Opuntia stricta,11.54798,76.708603,2015-04-20,PRESENT,169
Opuntia tomentosa,16.865662,82.283989,2012-04-15,PRESENT,124
Oreocnide integrifolia,10.095121,77.068924,2002-11-29,PRESENT,98
Oreocnide integrifolia,11.835275,75.839096,2013-02-17,PRESENT,194
Oreocryptophis porphyraceus,26.960175,93.014206,2014-01-22,PRESENT,117
Oreta vatama,30.634033,79.547348,2016-05-09,PRESENT,34
Oreta vatama,32.243954,76.317429,2014-10-02,PRESENT,63
Oriens gola,26.588917,94.056771,2020-11-17,PRESENT,133
Oriens gola,27.481424,88.515008,2018-10-02,PRESENT,30
Oriens goloides,8.546519,76.974388,2012-07-02,PRESENT,59
Oriens goloides,17.6003,81.712723,2011-09-25,PRESENT,142
Oriens goloides,22.986757,87.854973,2013-08-26,PRESENT,7
Oriens goloides,24.43202,92.330688,2014-09-13,PRESENT,36
Oriolus chinensis,8.453915,76.973293,2021-02-01,PRESENT,192
Oriolus chinensis,15.614194,74.149132,2011-12-30,PRESENT,146
Oriolus chinensis,17.329523,78.396805,2013-03-02,PRESENT,49
Oriolus chinensis,17.602589,81.714302,2011-04-10,PRESENT,181
Oriolus chinensis,24.43202,92.330688,2014-03-25,PRESENT,131
Oriolus kundoo,8.9622,77.035,2022-02-25,PRESENT,185
Oriolus kundoo,11.998505,79.821411,2012-11-18,PRESENT,9
Oriolus kundoo,12.94829,77.585686,2013-12-14,PRESENT,84
Oriolus kundoo,17.401638,78.450043,2010-05-30,PRESENT,174
Oriolus kundoo,18.635618,78.21228,2013-03-27,PRESENT,13
Oriolus kundoo,19.177233,72.972672,2011-11-15,PRESENT,67
Oriolus kundoo,22.536589,72.958664,2012-05-02,PRESENT,144
Oriolus kundoo,23.656776,88.12832,2023-11-18,PRESENT,111
Oriolus oriolus,12.393391,77.860794,2009-01-09,PRESENT,55
Oriolus oriolus,13.122275,75.148222,2021-02-17,PRESENT,207
Oriolus oriolus,22.746128,77.719353,2012-08-15,PRESENT,197
Oriolus oriolus,22.75782,77.739601,2014-01-14,PRESENT,20
Oriolus xanthornus,8.803958,76.701182,2020-10-03,PRESENT,75
Oriolus xanthornus,10.346893,76.207412,2020-07-17,PRESENT,163
Oriolus xanthornus,11.128881,75.886559,2013-05-02,PRESENT,135
Oriolus xanthornus,12.208227,77.624588,2012-09-08,PRESENT,184
Oriolus xanthornus,22.423914,88.28714,2018-02-25,PRESENT,114
Oriolus xanthornus,22.44733,88.391956,2020-05-04,PRESENT,82
Oriolus xanthornus,22.526173,88.177918,2023-10-02,PRESENT,45
Oriolus xanthornus,23.627866,88.162376,2023-08-29,PRESENT,15
Oriolus xanthornus,23.649089,88.123702,2023-02-18,PRESENT,168
Oriolus xanthornus,23.672847,87.687389,2022-07-23,PRESENT,12
Oriolus xanthornus,23.792055,91.273598,2018-07-08,PRESENT,16
Oriolus xanthornus,26.149654,91.671379,2017-05-10,PRESENT,37
Ormosia travancorica,8.485616,77.492065,2003-07-30,PRESENT,159
Ormosia travancorica,8.581531,77.254486,2013-10-10,PRESENT,151
Oroxylum indicum,12.852485,77.856738,2023-10-20,PRESENT,194
Oroxylum indicum,17.467257,73.610672,2017-09-11,PRESENT,32
Oroxylum indicum,18.698804,72.948074,2019-08-22,PRESENT,128
Oroxylum indicum,25.114891,94.249999,2020-03-27,PRESENT,153
Oroxylum indicum,26.8678,75.8152,2023-12-05,PRESENT,16
Orsotriaena medus,8.548453,77.161102,2014-04-18,PRESENT,60
Orsotriaena medus,24.43202,92.330688,2008-08-28,PRESENT,150
Orsotriaena medus,26.708604,91.103304,2021-04-04,PRESENT,25
Orsotriaena medus,26.932402,92.877213,2010-12-29,PRESENT,36
Orthetrum chrysis,9.620124,76.551767,2022-11-26,PRESENT,137
Orthetrum chrysis,9.923903,76.769388,2023-08-26,PRESENT,15
Orthetrum chrysis,9.9241,76.7693,2023-10-04,PRESENT,162
Orthetrum chrysis,9.924446,76.769643,2020-10-31,PRESENT,186
Orthetrum chrysis,9.925302,76.769289,2023-10-07,PRESENT,162
Orthetrum chrysis,9.9534,76.7321,2024-04-13,PRESENT,112
Orthetrum chrysis,9.981636,76.299884,2020-09-04,PRESENT,95
Orthetrum chrysis,15.39113,73.87352,2013-09-08,PRESENT,5
Orthetrum chrysis,23.499538,87.305344,2013-06-06,PRESENT,140
Orthetrum glaucum,9.613835,76.826515,2013-10-29,PRESENT,19
Orthetrum glaucum,11.353002,76.79591,2022-01-21,PRESENT,196
Orthetrum glaucum,11.664325,78.146014,2020-10-25,PRESENT,170
Orthetrum glaucum,11.9788,76.1122,2020-09-09,PRESENT,95
Orthetrum glaucum,12.269372,76.611978,2023-09-23,PRESENT,109
Orthetrum glaucum,17.595726,73.846164,2020-12-04,PRESENT,199
Orthetrum glaucum,18.907026,73.147811,2019-09-29,PRESENT,160
Orthetrum glaucum,29.584133,79.640467,2022-06-25,PRESENT,11
Orthetrum luzonicum,8.516554,76.949633,2020-10-17,PRESENT,148
Orthetrum luzonicum,10.50806,76.251533,2022-09-28,PRESENT,138
Orthetrum luzonicum,11.703206,76.0834,2021-10-15,PRESENT,95
Orthetrum luzonicum,12.2669,76.5989,2023-08-24,PRESENT,109
Orthetrum luzonicum,23.200277,86.126732,2020-12-02,PRESENT,149
Orthetrum luzonicum,25.213816,75.864753,2020-10-12,PRESENT,191
Orthetrum pruinosum,8.514202,76.956283,2021-11-03,PRESENT,105
Orthetrum pruinosum,9.923903,76.769388,2023-08-26,PRESENT,18
Orthetrum pruinosum,10.101973,76.651379,2020-06-19,PRESENT,183
Orthetrum pruinosum,10.850516,76.271083,2022-08-31,PRESENT,43
Orthetrum pruinosum,10.984167,76.734726,2016-10-24,PRESENT,12
Orthetrum pruinosum,12.167701,76.531482,2020-10-23,PRESENT,19
Orthetrum pruinosum,12.269372,76.611978,2022-08-27,PRESENT,176
Orthetrum pruinosum,12.739404,77.786698,2023-08-12,PRESENT,47
Orthetrum pruinosum,15.39113,73.87352,2013-09-08,PRESENT,121
Orthetrum pruinosum,18.4776,73.8046,2020-10-01,PRESENT,73
Orthetrum pruinosum,18.698286,73.390045,2014-01-14,PRESENT,136
Orthetrum pruinosum,18.823454,82.166603,2014-12-25,PRESENT,181
Orthetrum pruinosum,18.992087,73.512978,2021-10-14,PRESENT,61
Orthetrum pruinosum,22.708862,88.333264,2021-10-15,PRESENT,198
Orthetrum pruinosum,22.972506,88.443308,2022-09-23,PRESENT,194
Orthetrum pruinosum,24.43202,92.330689,2020-11-15,PRESENT,60
Orthetrum pruinosum,25.143525,94.283342,2022-06-03,PRESENT,125
Orthetrum pruinosum,25.1808,75.8278,2021-08-30,PRESENT,87
Orthetrum pruinosum,25.207623,75.862511,2022-09-20,PRESENT,127
Orthetrum pruinosum,25.213816,75.864753,2023-09-17,PRESENT,81
Orthetrum pruinosum,26.710388,91.671211,2015-10-27,PRESENT,47
Orthetrum pruinosum,28.565727,77.300357,2023-07-16,PRESENT,45
Orthetrum pruinosum,28.8719,79.6292,2023-11-21,PRESENT,156
Orthetrum pruinosum,28.93671,79.837345,2022-12-08,PRESENT,119
Orthetrum pruinosum,28.956787,79.807531,2022-12-23,PRESENT,101
Orthetrum pruinosum,29.040795,79.404058,2023-10-03,PRESENT,158
Orthetrum pruinosum,29.172862,79.526634,2022-10-28,PRESENT,4
Orthetrum pruinosum,29.200724,79.5157,2023-05-19,PRESENT,9
Orthetrum pruinosum,30.465218,78.012733,2019-09-03,PRESENT,201
Orthetrum pruinosum,30.752535,76.810104,2019-11-01,PRESENT,60
Orthetrum sabina,8.533491,76.904744,2022-09-13,PRESENT,90
Orthetrum sabina,8.5703,77.0194,2022-02-19,PRESENT,129
Orthetrum sabina,9.465338,77.52755,2017-04-24,PRESENT,206
Orthetrum sabina,10.312354,76.257248,2017-10-28,PRESENT,179
Orthetrum sabina,10.322418,76.356493,2020-10-11,PRESENT,80
Orthetrum sabina,10.5169,76.1717,2020-11-12,PRESENT,109
Orthetrum sabina,11.6835,78.1822,2021-01-18,PRESENT,126
Orthetrum sabina,11.6858,78.1756,2020-11-04,PRESENT,72
Orthetrum sabina,11.685931,78.175997,2020-10-16,PRESENT,78
Orthetrum sabina,11.686061,78.175369,2020-10-10,PRESENT,200
Orthetrum sabina,11.703206,76.0834,2021-10-15,PRESENT,184
Orthetrum sabina,11.9981,75.4401,2022-11-09,PRESENT,196
Orthetrum sabina,12.854315,77.509945,2022-10-18,PRESENT,26
Orthetrum sabina,12.860144,80.227226,2015-11-05,PRESENT,138
Orthetrum sabina,12.890235,77.587374,2021-10-14,PRESENT,109
Orthetrum sabina,12.971599,77.594563,2022-09-09,PRESENT,199
Orthetrum sabina,13.110818,77.575912,2021-10-24,PRESENT,73
Orthetrum sabina,13.113118,77.578873,2022-09-10,PRESENT,131
Orthetrum sabina,13.130651,77.546502,2022-07-09,PRESENT,132
Orthetrum sabina,13.623527,74.691742,2020-11-12,PRESENT,164
Orthetrum sabina,13.628364,74.676043,2021-01-05,PRESENT,56
Orthetrum sabina,13.631694,74.905325,2021-09-08,PRESENT,74
Orthetrum sabina,13.689496,75.244989,2021-12-18,PRESENT,164
Orthetrum sabina,14.464409,75.921758,2013-09-20,PRESENT,162
Orthetrum sabina,14.570278,74.940552,2019-11-23,PRESENT,24
Orthetrum sabina,14.906455,74.104423,2021-09-18,PRESENT,48
Orthetrum sabina,15.4112,74.200378,2013-05-21,PRESENT,46
Orthetrum sabina,19.1444,72.9635,2020-10-31,PRESENT,35
Orthetrum sabina,19.227511,72.881724,2021-10-25,PRESENT,163
Orthetrum sabina,19.9103,85.6706,2023-11-29,PRESENT,48
Orthetrum sabina,19.9855,86.155,2023-10-24,PRESENT,53
Orthetrum sabina,20.296059,85.82454,2021-09-18,PRESENT,186
Orthetrum sabina,20.492024,85.998124,2024-04-28,PRESENT,100
Orthetrum sabina,21.772188,88.238956,2023-08-12,PRESENT,48
Orthetrum sabina,21.830812,72.974106,2014-08-31,PRESENT,35
Orthetrum sabina,22.008055,82.595099,2021-09-02,PRESENT,199
Orthetrum sabina,22.19227,88.185524,2018-07-14,PRESENT,146
Orthetrum sabina,22.393593,86.461738,2020-07-12,PRESENT,49
Orthetrum sabina,22.6129,87.9997,2023-09-23,PRESENT,126
Orthetrum sabina,22.680306,88.351354,2021-09-26,PRESENT,144
Orthetrum sabina,22.681169,88.352084,2023-08-26,PRESENT,174
Orthetrum sabina,22.681317,88.352359,2021-07-21,PRESENT,102
Orthetrum sabina,22.709063,88.333332,2020-07-31,PRESENT,68
Orthetrum sabina,22.711718,88.32728,2021-11-20,PRESENT,7
Orthetrum sabina,22.802798,88.333968,2023-11-11,PRESENT,12
Orthetrum sabina,22.804141,88.33402,2022-10-21,PRESENT,103
Orthetrum sabina,22.804163,88.333922,2021-08-29,PRESENT,12
Orthetrum sabina,22.966608,88.436756,2023-08-29,PRESENT,103
Orthetrum sabina,22.972011,88.443573,2022-08-26,PRESENT,115
Orthetrum sabina,22.972506,88.443308,2021-11-06,PRESENT,170
Orthetrum sabina,22.993808,86.995145,2020-12-15,PRESENT,142
Orthetrum sabina,23.111742,72.623322,2015-10-11,PRESENT,157
Orthetrum sabina,23.229009,77.364026,2022-11-26,PRESENT,114
Orthetrum sabina,23.561305,87.208901,2023-10-19,PRESENT,64
Orthetrum sabina,23.648,88.1009,2023-11-11,PRESENT,175
Orthetrum sabina,24.169736,88.326968,2021-10-20,PRESENT,153
Orthetrum sabina,25.078558,75.995667,2022-09-07,PRESENT,63
Orthetrum sabina,25.08396,76.021783,2022-09-08,PRESENT,96
Orthetrum sabina,25.122772,75.972449,2022-09-09,PRESENT,45
Orthetrum sabina,25.183,75.8245,2021-10-28,PRESENT,155
Orthetrum sabina,25.1849,75.825,2021-10-15,PRESENT,201
Orthetrum sabina,25.1853,75.8255,2022-09-07,PRESENT,210
Orthetrum sabina,25.1856,75.8251,2022-09-10,PRESENT,195
Orthetrum sabina,25.1857,75.8263,2021-08-25,PRESENT,141
Orthetrum sabina,25.1874,75.7838,2022-09-03,PRESENT,173
Orthetrum sabina,25.2001,75.7951,2022-09-03,PRESENT,180
Orthetrum sabina,25.206444,75.83103,2020-11-11,PRESENT,38
Orthetrum sabina,25.2186,75.8329,2022-11-26,PRESENT,70
Orthetrum sabina,25.2257,75.8351,2020-11-30,PRESENT,22
Orthetrum sabina,25.23088,75.843409,2020-10-06,PRESENT,150
Orthetrum sabina,25.2316,75.843,2021-12-08,PRESENT,63
Orthetrum sabina,25.2319,75.8351,2020-11-21,PRESENT,155
Orthetrum sabina,25.2326,75.8386,2022-11-23,PRESENT,158
Orthetrum sabina,25.2341,75.8354,2021-12-12,PRESENT,22
Orthetrum sabina,25.2393,75.8332,2022-11-23,PRESENT,134
Orthetrum sabina,25.2394,75.8343,2021-12-11,PRESENT,62
Orthetrum sabina,25.2396,75.8338,2022-04-19,PRESENT,91
Orthetrum sabina,25.2689,82.9876,2021-09-22,PRESENT,196
Orthetrum sabina,27.639811,95.67115,2021-08-30,PRESENT,76
Orthetrum sabina,28.461393,76.890831,2015-11-14,PRESENT,160
Orthetrum sabina,28.530907,77.180149,2013-08-14,PRESENT,7
Orthetrum sabina,28.552864,77.32165,2021-10-15,PRESENT,93
Orthetrum sabina,28.574533,77.307362,2023-07-24,PRESENT,125
Orthetrum sabina,28.717561,77.214982,2023-10-15,PRESENT,64
Orthetrum sabina,28.8719,79.6292,2023-11-21,PRESENT,49
Orthetrum sabina,28.915473,79.513269,2021-09-09,PRESENT,22
Orthetrum taeniolatum,23.722765,82.992378,2013-05-15,PRESENT,199
Orthetrum triangulare,8.666576,77.171333,2012-07-29,PRESENT,93
Orthetrum triangulare,23.503433,92.417973,2019-12-06,PRESENT,22
Orthetrum triangulare,30.134719,78.590924,2019-09-01,PRESENT,162
Orthomorpha coarctata,10.100371,76.357038,2021-09-11,PRESENT,196
Orthosiphon aristatus,11.896151,75.734245,2012-09-24,PRESENT,106
Orthotomus sutorius,11.664325,78.146014,2021-06-03,PRESENT,54
Orthotomus sutorius,11.711934,76.163882,2020-09-29,PRESENT,113
Orthotomus sutorius,11.927821,76.254044,2015-02-28,PRESENT,13
Orthotomus sutorius,12.339282,76.634051,2021-08-03,PRESENT,38
Orthotomus sutorius,12.517258,77.643944,2013-02-25,PRESENT,46
Orthotomus sutorius,12.864858,77.764664,2012-02-26,PRESENT,144
Orthotomus sutorius,12.868266,77.563375,2022-10-11,PRESENT,57
Orthotomus sutorius,12.916095,80.183944,2021-03-08,PRESENT,158
Orthotomus sutorius,12.936456,77.680908,2019-05-20,PRESENT,113
Orthotomus sutorius,13.046599,77.585587,2013-03-03,PRESENT,54
Orthotomus sutorius,14.148809,75.015633,2012-03-18,PRESENT,113
Orthotomus sutorius,15.549441,73.753487,2013-08-15,PRESENT,136
Orthotomus sutorius,17.385044,78.486671,2014-04-11,PRESENT,167
Orthotomus sutorius,23.643327,88.118156,2023-12-19,PRESENT,4
Orthotomus sutorius,25.450903,92.208908,2018-04-02,PRESENT,79
Orthotomus sutorius,26.017328,76.502571,2013-12-24,PRESENT,30
Orthotomus sutorius,26.259966,92.263039,2017-10-02,PRESENT,55
Orthotomus sutorius,26.872843,78.564491,2017-11-25,PRESENT,211
Ortygornis pondicerianus,11.018311,76.948822,2013-06-19,PRESENT,205
Ortygornis pondicerianus,12.302435,77.67334,2010-02-06,PRESENT,74
Ortygornis pondicerianus,23.137287,72.406578,2007-03-31,PRESENT,138
Ortygornis pondicerianus,26.764204,78.616447,2017-11-25,PRESENT,88
Ortygornis pondicerianus,28.467823,76.866875,2014-07-06,PRESENT,188
Orudiza protheclaria,26.142598,91.643536,2022-06-30,PRESENT,157
Orybina plangonalis,27.096884,88.691635,2016-05-07,PRESENT,106
Oryctes rhinoceros,21.31995,72.881673,2022-03-27,PRESENT,157
Oryza sativa,9.370543,76.424477,2015-01-30,PRESENT,91
Oryza sativa,10.78673,76.654793,2020-09-23,PRESENT,172
Oryza sativa,11.703206,76.0834,2020-09-02,PRESENT,208
Oryza sativa,19.9856,86.1549,2023-10-24,PRESENT,23
Oryza sativa,20.1854,85.3842,2023-11-14,PRESENT,64
Osbeckia brachystemon,11.410204,76.695032,2022-07-22,PRESENT,19
Osmunda regalis,23.168858,79.850906,2013-01-02,PRESENT,43
Osyris quadripartita,18.540813,73.453217,2012-05-14,PRESENT,38
Otocryptis beddomei,8.82991,77.019188,2014-01-25,PRESENT,86
Otocryptis beddomei,8.915278,77.17,2020-02-26,PRESENT,163
Otonephelium stipulaceum,10.3,77.0,2018-02-27,PRESENT,16
Otus bakkamoena,13.06611,77.57388,2020-03-30,PRESENT,127
Otus bakkamoena,14.464409,75.921758,2019-05-06,PRESENT,152
Otus bakkamoena,21.124305,70.824151,2023-01-26,PRESENT,97
Otus bakkamoena,22.646774,75.912729,2022-05-27,PRESENT,192
Otus bakkamoena,24.425817,92.33876,2019-02-02,PRESENT,112
Otus bakkamoena,27.215186,77.503,2022-02-24,PRESENT,87
Otus brucei,12.94983,74.856561,2019-01-01,PRESENT,42
Otus lettia,24.568186,72.724968,2016-09-25,PRESENT,128
Otus spilocephalus,23.8315,92.6142,2024-03-27,PRESENT,194
Otus sunia,10.341771,76.931076,2016-03-25,PRESENT,201
Ovophis monticola,27.306581,88.363998,2014-05-20,PRESENT,10
Oxalis corniculata,25.213816,75.864753,2024-05-01,PRESENT,186
Oxalis corniculata,26.129051,91.769711,2020-05-21,PRESENT,94
Oxalis corniculata,26.185862,91.748146,2018-09-29,PRESENT,110
Oxalis corniculata,26.744558,94.201935,2018-04-20,PRESENT,145
Oxalis latifolia,21.07,79.269997,2012-10-30,PRESENT,170
Oxalis triangularis,8.895029,76.66726,2020-10-15,PRESENT,150
Oxneriopsis bassiae,30.284084,77.96843,2014-03-10,PRESENT,40
Oxya chinensis,19.9103,85.6701,2023-11-10,PRESENT,64
Oxyopes bharatae,13.689496,75.244989,2021-08-14,PRESENT,76
Oxyopes bharatae,19.2809,72.8514,2021-07-27,PRESENT,94
Oxyopes javanus,8.688281,76.759622,2021-04-22,PRESENT,189
Oxyopes javanus,8.728518,77.046717,2020-10-15,PRESENT,104
Oxyopes javanus,12.946181,77.510345,2020-06-08,PRESENT,0
Oxyopes javanus,12.996758,77.655157,2021-08-16,PRESENT,17
Oxyopes javanus,20.2601,74.4352,2020-06-13,PRESENT,205
Oxyopes javanus,21.3143,72.8787,2019-04-05,PRESENT,25
Oxyopes javanus,22.58461,88.416163,2015-03-15,PRESENT,56
Oxyopes javanus,30.733315,76.779418,2020-03-29,PRESENT,2
Oxyopes shweta,10.06076,76.349257,2023-07-27,PRESENT,20
Oxyopes shweta,12.219496,79.055473,2016-01-01,PRESENT,47
Oxyopes shweta,13.623527,74.691742,2019-10-05,PRESENT,84
Oxyopes shweta,24.716993,92.57383,2018-03-14,PRESENT,47
Pachira aquatica,8.977815,76.846928,2020-11-21,PRESENT,42
Pachliopta aristolochiae,8.19153,77.720055,2016-08-07,PRESENT,61
Pachliopta aristolochiae,8.481392,76.954224,2013-11-30,PRESENT,113
Pachliopta aristolochiae,9.9239,76.7693,2022-05-09,PRESENT,203
Pachliopta aristolochiae,9.9241,76.7693,2021-12-22,PRESENT,201
Pachliopta aristolochiae,10.108181,76.356697,2022-11-20,PRESENT,86
Pachliopta aristolochiae,11.17766,75.918879,2023-09-18,PRESENT,196
Pachliopta aristolochiae,11.687367,78.170664,2020-09-29,PRESENT,27
Pachliopta aristolochiae,11.916313,76.554688,2022-09-03,PRESENT,40
Pachliopta aristolochiae,12.219485,79.055504,2014-12-03,PRESENT,117
Pachliopta aristolochiae,12.739404,77.786698,2023-07-05,PRESENT,13
Pachliopta aristolochiae,12.922862,77.58185,2020-05-04,PRESENT,79
Pachliopta aristolochiae,12.971599,77.594566,2015-05-09,PRESENT,109
Pachliopta aristolochiae,14.611613,74.845047,2019-05-04,PRESENT,76
Pachliopta aristolochiae,14.955583,74.700979,2019-11-28,PRESENT,176
Pachliopta aristolochiae,15.505723,80.049919,2000-03-12,PRESENT,161
Pachliopta aristolochiae,16.718508,80.351944,2009-06-21,PRESENT,123
Pachliopta aristolochiae,17.578008,74.030012,2022-09-17,PRESENT,12
Pachliopta aristolochiae,18.985037,73.28923,2011-12-01,PRESENT,2
Pachliopta aristolochiae,18.986601,73.267899,2018-12-01,PRESENT,32
Pachliopta aristolochiae,19.270073,72.9554,2021-07-17,PRESENT,61
Pachliopta aristolochiae,22.623629,88.44098,2017-11-11,PRESENT,68
Pachliopta aristolochiae,22.973814,86.769885,2020-09-14,PRESENT,18
Pachliopta aristolochiae,23.520444,87.311923,2019-07-17,PRESENT,142
Pachliopta aristolochiae,23.607805,87.448704,2018-10-24,PRESENT,114
Pachliopta aristolochiae,23.640378,88.129937,2024-04-02,PRESENT,142
Pachliopta aristolochiae,23.64992,88.126986,2023-09-28,PRESENT,180
Pachliopta aristolochiae,24.352674,92.344815,2020-09-08,PRESENT,205
Pachliopta aristolochiae,25.175752,75.827339,2020-09-15,PRESENT,115
Pachliopta aristolochiae,25.790527,91.262627,2018-03-09,PRESENT,26
Pachliopta aristolochiae,26.722933,89.604309,2020-11-05,PRESENT,53
Pachliopta aristolochiae,28.956787,79.807531,2023-09-01,PRESENT,11
Pachliopta hector,8.7997,77.4319,2022-11-10,PRESENT,11
Pachliopta hector,8.968284,76.570564,2015-06-21,PRESENT,131
Pachliopta hector,9.878191,76.303867,2021-09-16,PRESENT,198
Pachliopta hector,9.909369,76.280002,2020-11-04,PRESENT,7
Pachliopta hector,10.630942,76.599546,2020-09-19,PRESENT,100
